date,daily_fees_usd,daily_revenue_usd,daily_volume_usd,tvl_usd,month
2025-05-15,18377.0,16819.0,70378403.0,3977473061,2025-05
2025-05-16,19780.0,18261.0,81615187.0,4035615616,2025-05
2025-05-17,18524.0,17682.0,80581363.0,4161820106,2025-05
2025-05-18,14790.0,13863.0,59915672.0,4182724443,2025-05
2025-05-19,26545.0,25188.0,65469090.0,4191645159,2025-05
2025-05-20,26923.0,25895.0,61046847.0,4232200152,2025-05
2025-05-21,34556.0,33051.0,159769938.0,4391658948,2025-05
2025-05-22,33809.0,32029.0,116347368.0,4415997290,2025-05
2025-05-23,26470.0,25197.0,84881885.0,4467475713,2025-05
2025-05-24,8978.0,8261.0,33106022.0,4478742046,2025-05
2025-05-25,16520.0,15598.0,42030935.0,4539402943,2025-05
2025-05-26,33863.0,32730.0,75183697.0,4539761428,2025-05
2025-05-27,2521552.0,2519138.0,155509928.0,4559499302,2025-05
2025-05-28,188866.0,186680.0,162519313.0,4650939120,2025-05
2025-05-29,115727.0,112310.0,241298430.0,4774381159,2025-05
2025-05-30,58279.0,56395.0,149625146.0,4154750268,2025-05
2025-05-31,59428.0,57382.0,185682558.0,4053452168,2025-05
2025-06-01,24589.0,23144.0,54008568.0,4416478819,2025-06
2025-06-02,30649.0,29032.0,63053603.0,4360486221,2025-06
2025-06-03,62109.0,60428.0,175628620.0,4442225485,2025-06
2025-06-04,29580.0,28231.0,77998963.0,4531645635,2025-06
2025-06-05,39134.0,37783.0,86153248.0,4617189379,2025-06
2025-06-06,116040.0,114575.0,96312655.0,4705193466,2025-06
2025-06-07,21364.0,20167.0,45498653.0,4787665982,2025-06
2025-06-08,29766.0,28882.0,35789271.0,4840170489,2025-06
2025-06-09,42209.0,41064.0,69580847.0,4880905117,2025-06
2025-06-10,38583.0,36604.0,89997659.0,5003325339,2025-06
2025-06-11,32337.0,31095.0,78651266.0,5057908725,2025-06
2025-06-12,21362.0,19933.0,72854103.0,5015302152,2025-06
2025-06-13,24587.0,23512.0,68535652.0,4997413173,2025-06
2025-06-14,14795.0,14156.0,36269741.0,4973514303,2025-06
2025-06-15,20859.0,20267.0,39116538.0,5033530368,2025-06
2025-06-16,33734.0,32541.0,79709187.0,5018641445,2025-06
2025-06-17,272192.0,271133.0,82688007.0,5094757384,2025-06
2025-06-18,28845.0,27805.0,54866309.0,5128274560,2025-06
2025-06-19,23795.0,22455.0,49144696.0,5164255042,2025-06
2025-06-20,857361.0,856007.0,68781276.0,4978005437,2025-06
2025-06-21,19636.0,19073.0,35794839.0,4970273041,2025-06
2025-06-22,18229.0,17565.0,40206770.0,4971133697,2025-06
2025-06-23,16108.0,15253.0,36610073.0,4899324733,2025-06
2025-06-24,214331.0,213398.0,58606441.0,5028297156,2025-06
2025-06-25,21527.0,20677.0,44233084.0,5038274686,2025-06
2025-06-26,320924.0,319675.0,60841104.0,5045551329,2025-06
2025-06-27,14939.0,14147.0,29093014.0,4962261544,2025-06
2025-06-28,14981.0,14520.0,15090967.0,4929860450,2025-06
2025-06-29,14767.0,14333.0,26449221.0,4926091742,2025-06
2025-06-30,21875.0,21462.0,30698993.0,4911522523,2025-06
2025-07-01,13065.0,12313.0,39418182.0,4889997285,2025-07
2025-07-02,22266.0,21588.0,51760823.0,4874857519,2025-07
2025-07-03,14447.0,13736.0,32367346.0,4918712492,2025-07
2025-07-04,10486.0,9913.0,24816810.0,4990961807,2025-07
2025-07-05,12625.0,12004.0,15269149.0,4980951939,2025-07
2025-07-06,9313.0,8920.0,17089658.0,5034557702,2025-07
2025-07-07,32234.0,31444.0,33732211.0,5066407776,2025-07
2025-07-08,44797.0,43640.0,53948508.0,5090810171,2025-07
2025-07-09,26782.0,25698.0,97621174.0,5091278394,2025-07
2025-07-10,31445.0,30209.0,98811165.0,5103120737,2025-07
2025-07-11,61094.0,59548.0,111407025.0,5155663836,2025-07
2025-07-12,35310.0,34343.0,67837020.0,5235626662,2025-07
2025-07-13,23091.0,22183.0,61672822.0,5144589570,2025-07
2025-07-14,40719.0,39722.0,83638528.0,5200269414,2025-07
2025-07-15,24310.0,23408.0,48876286.0,5249521624,2025-07
2025-07-16,27181.0,26210.0,111295994.0,5314582734,2025-07
2025-07-17,52606.0,50077.0,183438401.0,5393675424,2025-07
2025-07-18,48509.0,46696.0,156774517.0,5401940509,2025-07
2025-07-19,46821.0,45961.0,104342605.0,5495800373,2025-07
2025-07-20,50613.0,48893.0,110588620.0,5508075343,2025-07
2025-07-21,43325.0,40625.0,168865761.0,5640366792,2025-07
2025-07-22,118120.0,114665.0,271179821.0,5700660046,2025-07
2025-07-23,81204.0,78680.0,240175431.0,5900710284,2025-07
2025-07-24,57822.0,55397.0,235299920.0,6017642425,2025-07
2025-07-25,262194.0,258973.0,204827482.0,6239610157,2025-07
2025-07-26,48107.0,45606.0,180130171.0,6423512433,2025-07
2025-07-27,124604.0,120769.0,336425061.0,6491642860,2025-07
2025-07-28,62605.0,60108.0,183007446.0,6758057384,2025-07
2025-07-29,65933.0,63047.0,219074655.0,6756686845,2025-07
2025-07-30,619682.0,614947.0,234574554.0,6754245983,2025-07
2025-07-31,203750.0,193961.0,507986094.0,6827448720,2025-07
2025-08-01,127241.0,122264.0,232453028.0,6637697097,2025-08
2025-08-02,59813.0,57255.0,124316681.0,6711554246,2025-08
2025-08-03,49731.0,46826.0,175984709.0,6871493301,2025-08
2025-08-04,83778.0,80867.0,144678047.0,7034674514,2025-08
2025-08-05,62082.0,57965.0,115623722.0,7033734032,2025-08
2025-08-06,90858.0,86760.0,202733524.0,7072075527,2025-08
2025-08-07,112842.0,105711.0,144697544.0,7456161039,2025-08
2025-08-08,98821.0,90415.0,150367804.0,7758058570,2025-08
2025-08-09,115497.0,108830.0,320409576.0,7860944486,2025-08
2025-08-10,71325.0,65294.0,191758643.0,8370800044,2025-08
2025-08-11,132338.0,121859.0,361252035.0,8509165143,2025-08
2025-08-12,135460.0,124767.0,435715731.0,8406041604,2025-08
2025-08-13,142769.0,132053.0,257580414.0,8914151328,2025-08
2025-08-14,152599.0,142405.0,346019609.0,8872384967,2025-08
2025-08-15,438404.0,431683.0,199936384.0,8657797446,2025-08
2025-08-16,59033.0,55524.0,95764840.0,9091894822,2025-08
2025-08-17,60276.0,56258.0,72704277.0,9199011151,2025-08
2025-08-18,88207.0,82673.0,185373275.0,9244498387,2025-08
2025-08-19,82630.0,77075.0,120746251.0,9434073149,2025-08
2025-08-20,79249.0,71644.0,125406742.0,9559247095,2025-08
2025-08-21,81384.0,74615.0,69060080.0,9811544161,2025-08
2025-08-22,1086756.0,1080152.0,133190976.0,9891019266,2025-08
2025-08-23,63618.0,59421.0,157799397.0,10095308568,2025-08
2025-08-24,70255.0,66522.0,90128054.0,10256978639,2025-08
2025-08-25,53648.0,49260.0,85971168.0,10301835651,2025-08
2025-08-26,92154.0,87218.0,126679838.0,10261770882,2025-08
2025-08-27,635469.0,630294.0,105990750.0,10496048750,2025-08
2025-08-28,117312.0,111847.0,126020804.0,10546907071,2025-08
2025-08-29,58465.0,53935.0,141662102.0,10553471310,2025-08
2025-08-30,54780.0,52420.0,60862857.0,10502413586,2025-08
2025-08-31,60403.0,57925.0,89464085.0,10567721103,2025-08
2025-09-01,59401.0,56069.0,122589833.0,10604837791,2025-09
2025-09-02,106330.0,99957.0,220247938.0,10652593010,2025-09
2025-09-03,96632.0,91088.0,244825973.0,10782303158,2025-09
2025-09-04,135671.0,127074.0,291283506.0,10978039289,2025-09
2025-09-05,85674.0,78723.0,243032467.0,11125179447,2025-09
2025-09-06,90326.0,83336.0,275248754.0,11273681979,2025-09
2025-09-07,63478.0,60421.0,75865315.0,11376539953,2025-09
2025-09-08,75076.0,68574.0,218328581.0,11436609503,2025-09
2025-09-09,98192.0,90681.0,249166319.0,11652178326,2025-09
2025-09-10,82520.0,76064.0,213207194.0,11853294743,2025-09
2025-09-11,120320.0,112278.0,218618468.0,12050699889,2025-09
2025-09-12,101027.0,93889.0,277674849.0,12256005972,2025-09
2025-09-13,75588.0,70122.0,249745919.0,12463964423,2025-09
2025-09-14,54773.0,50717.0,149236229.0,12672209072,2025-09
2025-09-15,102640.0,93826.0,330677355.0,12677146832,2025-09
2025-09-16,105946.0,99263.0,337989361.0,12854465911,2025-09
2025-09-17,449596.0,444414.0,230747392.0,13077445364,2025-09
2025-09-18,247717.0,237689.0,517199677.0,13114370761,2025-09
2025-09-19,113405.0,106712.0,315578493.0,13386295280,2025-09
2025-09-20,80202.0,75242.0,215583603.0,13375068617,2025-09
2025-09-21,69431.0,65093.0,204554856.0,13228918284,2025-09
2025-09-22,90519.0,85195.0,401019526.0,13083616015,2025-09
2025-09-23,84235.0,78948.0,739788980.0,12794062551,2025-09
2025-09-24,336363.0,329376.0,121523615.0,12238024407,2025-09
2025-09-25,288995.0,274475.0,468935528.0,10215473013,2025-09
2025-09-26,171459.0,159298.0,268398155.0,6834215340,2025-09
2025-09-27,87128.0,77275.0,189447885.0,6716308551,2025-09
2025-09-28,77492.0,69950.0,191598453.0,6595210622,2025-09
2025-09-29,129829.0,118213.0,222766414.0,6669451030,2025-09
2025-09-30,144102.0,128518.0,365911746.0,6601956892,2025-09
2025-10-01,101519.0,94746.0,200004638.0,6507166314,2025-10
2025-10-02,140632.0,125694.0,290449838.0,6581228948,2025-10
2025-10-03,92557.0,81556.0,160144881.0,6427614922,2025-10
2025-10-04,89720.0,80167.0,124233228.0,6889366198,2025-10
2025-10-05,56421.0,51103.0,81469441.0,6931964261,2025-10
2025-10-06,113242.0,102781.0,193470347.0,6882709405,2025-10
2025-10-07,106592.0,96961.0,202931907.0,6976932518,2025-10
2025-10-08,81538.0,74466.0,127193327.0,6943360836,2025-10
2025-10-09,73500.0,66908.0,91187692.0,7027976538,2025-10
2025-10-10,88665.0,81880.0,134574009.0,6999213042,2025-10
2025-10-11,139360.0,132003.0,241416109.0,6694672775,2025-10
2025-10-12,49539.0,45577.0,107451211.0,6461094393,2025-10
2025-10-13,71332.0,66404.0,77596245.0,6540249394,2025-10
2025-10-14,689254.0,682617.0,229429604.0,6592144284,2025-10
2025-10-15,83552.0,79725.0,80102409.0,6494826931,2025-10
2025-10-16,64971.0,59489.0,104140145.0,6370176478,2025-10
2025-10-17,42562.0,38878.0,117593380.0,6295570076,2025-10
2025-10-18,37521.0,35105.0,48166424.0,6235178365,2025-10
2025-10-19,48739.0,46340.0,45622306.0,6155099739,2025-10
2025-10-20,50175.0,46692.0,91090825.0,6301941139,2025-10
2025-10-21,35797.0,33310.0,57959832.0,6615840460,2025-10
2025-10-22,43648.0,40864.0,83332976.0,6625856302,2025-10
2025-10-23,92832.0,89059.0,118184111.0,6637398460,2025-10
2025-10-24,46711.0,43196.0,96944324.0,6650954943,2025-10
2025-10-25,25134.0,23074.0,43023604.0,6653945300,2025-10
2025-10-26,38711.0,36312.0,42203284.0,6776927359,2025-10
2025-10-27,58043.0,54830.0,100583766.0,6932036230,2025-10
2025-10-28,54390.0,52207.0,89393379.0,7057114915,2025-10
2025-10-29,918667.0,915288.0,141667290.0,7212321014,2025-10
2025-10-30,55323.0,52248.0,118581291.0,7205769591,2025-10
2025-10-31,44622.0,41843.0,113220385.0,6997324716,2025-10
2025-11-01,19158.0,17505.0,60649090.0,6940735205,2025-11
2025-11-02,42422.0,41280.0,32728300.0,6917464371,2025-11
2025-11-03,49599.0,46859.0,87787498.0,6903487089,2025-11
2025-11-04,81785.0,73940.0,330237024.0,6595781678,2025-11
2025-11-05,60849.0,56763.0,135333612.0,6513711937,2025-11
2025-11-06,38814.0,35829.0,70106803.0,6283662364,2025-11
2025-11-07,67119.0,63148.0,106349260.0,6175110221,2025-11
2025-11-08,81077.0,78814.0,61927909.0,6143151356,2025-11
2025-11-09,26539.0,24707.0,51515074.0,5998287193,2025-11
2025-11-10,52380.0,47906.0,155866949.0,6004687736,2025-11
2025-11-11,59340.0,55444.0,228661397.0,5771373826,2025-11
2025-11-12,44672.0,42685.0,59248183.0,5698000948,2025-11
2025-11-13,46670.0,44245.0,62767324.0,5622700526,2025-11
2025-11-14,40066.0,38405.0,39386739.0,5141956358,2025-11
2025-11-15,14317.0,13302.0,49434750.0,5077507525,2025-11
2025-11-16,14719.0,13977.0,26594953.0,5051989274,2025-11
2025-11-17,77469.0,75038.0,49479700.0,5049577152,2025-11
2025-11-18,55241.0,52177.0,65345665.0,4983044103,2025-11
2025-11-19,47192.0,45088.0,50505233.0,4916576191,2025-11
2025-11-20,76804.0,71999.0,81429286.0,4853725112,2025-11
2025-11-21,41896.0,39655.0,65209784.0,4594717575,2025-11
2025-11-22,25542.0,23862.0,47088216.0,4505568745,2025-11
2025-11-23,32199.0,31310.0,24746232.0,4468485027,2025-11
2025-11-24,41715.0,37950.0,60519506.0,4474054922,2025-11
2025-11-25,42856.0,39559.0,77060240.0,4443108378,2025-11
2025-11-26,631103.0,629130.0,86285312.0,4570918143,2025-11
2025-11-27,120832.0,119177.0,81768052.0,4483968649,2025-11
2025-11-28,59324.0,57092.0,70465438.0,3849623159,2025-11
2025-11-29,35096.0,34053.0,35646067.0,3635600962,2025-11
2025-11-30,15983.0,15221.0,26520360.0,3463142879,2025-11
2025-12-01,53823.0,49961.0,71025347.0,3402322347,2025-12
2025-12-02,19894.0,18859.0,42432154.0,3420736469,2025-12
2025-12-03,18496.0,17476.0,32584388.0,3571469202,2025-12
2025-12-04,28832.0,27392.0,46463584.0,3602519190,2025-12
2025-12-05,18413.0,17442.0,34958717.0,3563541393,2025-12
2025-12-06,14898.0,14025.0,30950346.0,3592031406,2025-12
2025-12-07,17058.0,16273.0,29200041.0,3618496228,2025-12
2025-12-08,26500.0,23944.0,60265418.0,3626975975,2025-12
2025-12-09,29133.0,28001.0,75765055.0,3663428139,2025-12
2025-12-10,19532.0,18758.0,30590298.0,3719862901,2025-12
2025-12-11,29705.0,28062.0,61941699.0,3760066701,2025-12
2025-12-12,23285.0,22153.0,30648132.0,3705805538,2025-12
2025-12-13,6297.0,5981.0,16855913.0,3707885826,2025-12
2025-12-14,8566.0,8136.0,20515191.0,3700464869,2025-12
2025-12-15,36635.0,36125.0,41559860.0,3687865412,2025-12
2025-12-16,14981.0,14536.0,34070697.0,3695544248,2025-12
2025-12-17,22687.0,22242.0,14432124.0,3669337701,2025-12
2025-12-18,23286.0,22783.0,31647740.0,3705312268,2025-12
2025-12-19,25757.0,25256.0,22520522.0,3598646516,2025-12
2025-12-20,9773.0,9529.0,8543588.0,3612063338,2025-12
2025-12-21,11368.0,11155.0,12292892.0,3669537146,2025-12
2025-12-22,22320.0,21814.0,35715431.0,3673366320,2025-12
2025-12-23,18325.0,17263.0,51988971.0,3654936893,2025-12
2025-12-24,386809.0,386405.0,13055453.0,3730757632,2025-12
2025-12-25,10470.0,10111.0,12399541.0,3752247305,2025-12
2025-12-26,7309.0,6984.0,11489736.0,3741211979,2025-12
2025-12-27,10146.0,9903.0,11754272.0,3761862861,2025-12
2025-12-28,9932.0,9695.0,10349364.0,3708428429,2025-12
2025-12-29,29706.0,29442.0,10659069.0,3745639503,2025-12
2025-12-30,14935.0,14424.0,27534110.0,3722033870,2025-12
2025-12-31,10340.0,9856.0,19306449.0,3733733489,2025-12
2026-01-01,13282.0,13004.0,18437857.0,3685614556,2026-01
2026-01-02,30925.0,30463.0,22648022.0,3692925758,2026-01
2026-01-03,9856.0,9523.0,11388944.0,3753018963,2026-01
2026-01-04,15253.0,14895.0,10123799.0,3772261377,2026-01
2026-01-05,17397.0,16381.0,29321109.0,3738574436,2026-01
2026-01-06,29426.0,28686.0,25861597.0,3767276910,2026-01
2026-01-07,33491.0,32817.0,32717999.0,3724533292,2026-01
2026-01-08,35850.0,35523.0,22382570.0,3802880392,2026-01
2026-01-09,18875.0,18614.0,37814789.0,3789943669,2026-01
2026-01-10,15764.0,15508.0,27727710.0,3823475916,2026-01
2026-01-11,12680.0,12405.0,17051344.0,3815234924,2026-01
2026-01-12,18580.0,18208.0,25869852.0,3878841460,2026-01
2026-01-13,29541.0,28989.0,32438790.0,3822323050,2026-01
2026-01-14,42566.0,42096.0,26610454.0,3798567861,2026-01
2026-01-15,50172.0,49623.0,23290123.0,3777288918,2026-01
2026-01-16,21958.0,21380.0,30536210.0,3448745662,2026-01
2026-01-17,29425.0,29220.0,11666156.0,3485616992,2026-01
2026-01-18,150064.0,149887.0,24515830.0,3490553412,2026-01
2026-01-19,12626.0,12372.0,26527734.0,3473594284,2026-01
2026-01-20,32331.0,31851.0,40605014.0,3494952241,2026-01
2026-01-21,19394.0,19090.0,23256058.0,3421301667,2026-01
2026-01-22,21521.0,21212.0,21592638.0,3436419103,2026-01
2026-01-23,12551.0,12197.0,27315482.0,3448451040,2026-01
2026-01-24,14070.0,13887.0,16919747.0,3433860344,2026-01
2026-01-25,14913.0,14717.0,15160633.0,3485730587,2026-01
2026-01-26,10139.0,9974.0,30395727.0,3463172564,2026-01
2026-01-27,25144.0,24658.0,33622952.0,3434831092,2026-01
2026-01-28,276256.0,275411.0,37197533.0,3460093122,2026-01
2026-01-29,67636.0,66622.0,49224067.0,3395501439,2026-01
2026-01-30,28737.0,28087.0,18254476.0,3162190894,2026-01
2026-01-31,36272.0,35584.0,17699949.0,3096886826,2026-01
2026-02-01,15124.0,14778.0,12932250.0,2915400094,2026-02
2026-02-02,12769.0,12369.0,18825468.0,2880394706,2026-02
2026-02-03,8009.0,7659.0,50787962.0,2855683336,2026-02
2026-02-04,11750.0,11349.0,35933251.0,2875128323,2026-02
2026-02-05,38505.0,37817.0,28089110.0,2674249727,2026-02
2026-02-06,15272.0,14457.0,27510370.0,2337095328,2026-02
2026-02-07,12087.0,11622.0,17269609.0,2308407541,2026-02
2026-02-08,5460.0,5092.0,11747993.0,2378215825,2026-02
2026-02-09,129874.0,129418.0,20855904.0,2369808024,2026-02
2026-02-10,11146.0,10793.0,22903208.0,2414979307,2026-02
2026-02-11,11830.0,11536.0,20852776.0,2463454454,2026-02
2026-02-12,23901.0,23290.0,71976533.0,2448683782,2026-02
2026-02-13,11841.0,11282.0,57379496.0,2505889643,2026-02
2026-02-14,5633.0,5353.0,24319308.0,2512759614,2026-02
2026-02-15,4849.0,4718.0,7031769.0,2535006427,2026-02
2026-02-16,23563.0,23288.0,63904851.0,2548953093,2026-02
2026-02-17,7645.0,7465.0,24189766.0,2563476193,2026-02
2026-02-18,10044.0,9851.0,15487369.0,2572414849,2026-02
2026-02-19,28006.0,27529.0,16626634.0,2505676117,2026-02
2026-02-20,34792.0,34511.0,9030698.0,2338779789,2026-02
2026-02-21,7280.0,7077.0,5860015.0,2311929086,2026-02
2026-02-22,11185.0,11027.0,8549119.0,2306433942,2026-02
2026-02-23,83851.0,83481.0,6651668.0,2298843059,2026-02
2026-02-24,10149.0,9840.0,13236411.0,2283607359,2026-02
2026-02-25,12273.0,12061.0,5918004.0,2254912832,2026-02
2026-02-26,17414.0,17049.0,21449061.0,2270740049,2026-02
2026-02-27,21678.0,21038.0,20623505.0,2259215763,2026-02
2026-02-28,6244.0,6086.0,5566903.0,2260382218,2026-02
2026-03-01,7515.0,7332.0,6341888.0,2258087489,2026-03
2026-03-02,6366.0,6135.0,5944561.0,2219337813,2026-03
2026-03-03,9950.0,9652.0,15529921.0,2216123169,2026-03
2026-03-04,7738.0,7510.0,6838564.0,2207812454,2026-03
2026-03-05,28236.0,27939.0,8361138.0,2219731886,2026-03
2026-03-06,10578.0,10353.0,8774711.0,2184345633,2026-03
2026-03-07,11240.0,10952.0,6696081.0,2182810683,2026-03
2026-03-08,13214.0,13011.0,3639183.0,2149598649,2026-03
2026-03-09,143211.0,142904.0,14709420.0,2145797926,2026-03
2026-03-10,12324.0,12042.0,8043522.0,2118770772,2026-03
2026-03-11,13625.0,13052.0,24009392.0,2101422448,2026-03
2026-03-12,7990.0,7681.0,12453132.0,2179728020,2026-03
2026-03-13,11619.0,11390.0,46275988.0,2204343926,2026-03
2026-03-14,9422.0,9172.0,18157034.0,2204719239,2026-03
2026-03-15,7918.0,7735.0,24739419.0,2203812585,2026-03
2026-03-16,12510.0,12181.0,18507679.0,2248708494,2026-03
2026-03-17,9850.0,9413.0,18070468.0,2261273345,2026-03
2026-03-18,15731.0,15357.0,17147309.0,2265410798,2026-03
2026-03-19,27580.0,27010.0,35541897.0,2274637790,2026-03
2026-03-20,17954.0,17524.0,28655909.0,2265055159,2026-03
2026-03-21,6716.0,6545.0,8359060.0,2215895870,2026-03
2026-03-22,7039.0,6767.0,7988617.0,2210539243,2026-03
2026-03-23,55864.0,55624.0,10691366.0,2162541846,2026-03
2026-03-24,13252.0,12959.0,39628376.0,2169212459,2026-03
2026-03-25,32475.0,32232.0,14026028.0,2132246353,2026-03
2026-03-26,10189.0,9972.0,19437646.0,2124271253,2026-03
2026-03-27,7632.0,7490.0,6705196.0,2058616229,2026-03
2026-03-28,10674.0,10473.0,6746922.0,2095893533,2026-03
2026-03-29,7735.0,7603.0,3993346.0,2084019820,2026-03
2026-03-30,12347.0,12197.0,5452912.0,2079564197,2026-03
2026-03-31,12048.0,11869.0,15961299.0,2070918575,2026-03
2026-04-01,11795.0,11604.0,10915124.0,2071794804,2026-04
2026-04-02,20990.0,20639.0,19631876.0,2057691692,2026-04
2026-04-03,10346.0,10199.0,5281493.0,2004540509,2026-04
2026-04-04,11202.0,11048.0,11288422.0,1926548731,2026-04
2026-04-05,4830.0,4594.0,7949481.0,1927584653,2026-04
2026-04-06,96334.0,96133.0,13690542.0,1928994251,2026-04
2026-04-07,17181.0,16969.0,14888669.0,1934474499,2026-04
2026-04-07,17181.0,16969.0,14888669.0,1938725265,2026-04
